source_workbook,source_sheet,box_id,box_number,layer,hour,simulation_trial,simulated_value,risk_threshold,is_risky,observed_average,observed_stdev,monte_carlo_mean,monte_carlo_stdev,monte_carlo_min,monte_carlo_max,risk_of_loss_percent
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,11,-1.5880483894304906,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,12,0.14569311463434714,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,13,3.4685330604385025,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,14,1.219474440254614,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,15,1.081516907089894,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,16,1.1300269094020527,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,17,-1.4300208424811385,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,18,-1.4568255252226376,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,19,0.09612188799434701,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,20,4.133013232313843,4.0,True,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,21,-1.8529672061732678,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,22,-1.6417987761444959,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,23,0.6862214007110534,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,24,-0.40094100945249767,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,25,1.44668785197232,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,26,-2.0605676958977925,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,27,-0.33999839573389157,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,28,1.1489843861662448,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,29,0.8549435050596947,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,30,-0.43884927733130297,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,31,-2.9128256770382395,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,32,3.2800325363703933,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,33,1.0861226798432433,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,34,1.413987333143219,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,35,2.201717861423111,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,36,1.6422306010499073,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,37,-0.4180062116472727,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,38,2.606543978525983,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,39,2.1085091011767076,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,40,-1.5425513096746108,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,41,-0.8725175212200188,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,42,0.25157263730533735,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,43,0.1580143934679975,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,44,1.1482919492393868,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,45,0.333489945090211,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,46,2.1584842685067915,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,47,4.400522653536146,4.0,True,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,48,2.517580264553352,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,49,1.8547356614098494,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,50,-0.23626476499093263,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,51,-0.5129304800179295,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,52,0.20619124916972828,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,53,-2.495665367367905,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,54,0.6421146701572148,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,55,-2.3166987234177747,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,56,0.5268329683103682,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,57,-1.5630834518617789,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,58,1.764164218808994,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,59,0.5307317414721953,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,60,1.3270059131687906,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,61,-2.2717480051529555,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,62,-1.3192243364241731,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,63,4.39977689397956,4.0,True,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,64,-0.8943639059111835,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,65,2.575999922893047,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,66,2.4989252616674946,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,67,-0.5187507126738424,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,68,2.5622223308345906,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,69,-0.32485871272957656,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,70,-1.3534675690146174,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,71,-0.2683937616271671,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,72,-3.841746858940055,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,73,-0.25945544341506266,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,74,3.9861996721027912,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,75,1.2277022003818003,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,76,0.13236911401729778,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,77,-0.11199934982553894,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,78,-3.1791544562663554,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,79,1.07477788107563,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,80,-0.14192491537575364,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,81,-0.8537566442545194,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,82,-2.5196734478627847,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,83,-1.0561056887521323,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,84,-2.7249824972964607,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,85,0.4312976836152009,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,86,2.1250227191973896,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,87,2.861180090758236,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,88,0.23674492104436173,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,89,0.22888481422081092,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,90,-0.44900436613220596,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,91,-0.8377267866742285,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,92,2.4149515623709914,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,93,1.309106117300475,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,94,-1.770710787066327,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,95,2.2654787465032165,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,96,-3.370129151882862,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,97,0.6110250184159907,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,98,-2.8009154648009735,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,99,0.6398142794937853,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,100,1.8397677626662694,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,101,-1.9145831876180917,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,102,-1.5957440608308535,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,103,-2.2085790636169707,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,104,-0.07979772106199545,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,105,-2.7011516371198487,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,106,3.7543332664909728,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,107,3.1838910866493255,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,108,-1.3089025265398484,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,109,-1.9492180391320986,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,110,-1.4508246209036666,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,111,-1.6299422981489684,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,112,-0.2998488295521339,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,113,0.04002435491250533,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,114,-2.0782866202731567,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,115,0.7809611601486248,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,116,-1.3630370232824451,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,117,-0.9197228738309479,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,118,0.6328060525598678,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,119,0.48792133824371825,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,120,1.891868154031481,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,121,-0.08254643577924026,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,122,0.9988443564568182,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,123,-0.7888714360762564,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,124,4.5762259634039815,4.0,True,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,125,2.8857816944339745,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,126,0.7211907333618286,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,127,-0.32031365992195093,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,128,0.3527846864083601,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,129,0.11874737853136275,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,130,0.8867545040233308,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,131,4.241405016657533,4.0,True,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
Monte Carlo Method Layer 1.xlsx,L1B1,L1B1,1,1,0,132,-0.05668207223253574,4.0,False,0.275,1.782086791750989,0.16736710491191442,1.8431353336260694,-5.508966439449676,5.849406958146577,1.8
